Br_ID,Phase,Work_Type,Lat,Long,Damage State,Description,Hwy,Hwy Name,MP,DISTRICT,STRUCNAME,Carries,Crosses,DetourLenth_mi,YEARBUILT,LENGTH_ft,ADMINAREA,DESIGNMAIN,MATERIALMAIN
08609,1,Retrofit,45.65972,-121.89778,DS3,Seismically Vulnerable,002,Columbia River Hwy,43.66,23,Hwy 2 over Hwy 100 EB,I-84 (HWY 002),O'XING EB HWY 100,2.00,1962,276.00,R4,3 Steel,02 Stringer/Girder
08610,1,Retrofit,45.66274,-121.89444,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,43.93,23,Hwy 2 EB over Moody St (Cascade Locks),I-84 (HWY 002) EB,MOODY ST,1.00,1962,228.00,R4,2 Concrete Continuous,02 Stringer/Girder
08610W,1,Retrofit,45.66289,-121.89444,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,43.93,23,Hwy 2 WB over Moody St (Cascade Locks),I-84 (HWY 002) WB,MOODY ST,1.00,1962,228.00,R4,2 Concrete Continuous,02 Stringer/Girder
08611,1,Retrofit,45.66777,-121.8875,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,44.4,23,Hwy 2 EB over Hazel St (Cascade Locks),I-84 (HWY 002) EB,HAZEL ST,1.00,1962,154.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08611W,1,Retrofit,45.66789,-121.88778,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,44.4,23,Hwy 2 WB over Hazel St (Cascade Locks),I-84 (HWY 002) WB,HAZEL ST,1.00,1962,154.00,R4,5 Prestressed Concrete,02 Stringer/Girder
07403A,1,Retrofit,45.67759,-121.85583,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,46.1,23,"Herman Creek, Hwy 2",I-84 (HWY 002),HERMAN CREEK,33.21,1952,125.00,R4,2 Concrete Continuous,02 Stringer/Girder
08623,1,Retrofit,45.6897,-121.83833,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,47.31,23,Hwy 2 over Herman Creek Conn,I-84 (HWY 002) ,CONN HERMAN CREEK,0.00,1965,123.00,R4,2 Concrete Continuous,02 Stringer/Girder
08604,1,Retrofit,45.6912,-121.76889,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,50.99,23,Hwy 2 over Conn (Wyeth Intchg),I-84 (HWY 002),CONN WYETH INT,0.00,1965,110.00,R4,2 Concrete Continuous,01 Slab
08534,1,Retrofit,45.69589,-121.67028,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,56.04,23,Hwy 2 over Conn Viento Intchg,I-84 (HWY 002),CONN VIENTO INT,0.00,1965,110.00,R4,2 Concrete Continuous,01 Slab
07496,1,Retrofit,45.71293,-121.53028,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,63.02,23,Hwy 2 WB overJaymar Rd (Westcliff Dr),I-84 (HWY 002) WB,JAYMAR RD,1.00,1952,102.00,R4,2 Concrete Continuous,02 Stringer/Girder
07496A,1,Retrofit,45.7127,-121.53028,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,63.02,23,Hwy 2 EB over Jaymar Rd (Westcliff Dr),I-84 (HWY 002) EB,JAYMAR RD,1.00,1964,111.00,R4,2 Concrete Continuous,02 Stringer/Girder
08662,1,Retrofit,45.71282,-121.52194,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,63.41,23,Hwy 2 EB over UPRR,I-84 (HWY 002) EB,UPRR,1.00,1964,647.99,R4,4 Steel Continuous,02 Stringer/Girder
02443,1,Rehab+,45.713,-121.5225,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,63.41,23,Hwy 2 WB over UPRR,I-84 (HWY 002) WB,UPRR,1.00,1953,598.99,R4,6 P/S Conc Continuous,03 Girder-Floorbeam
02444A,1,Retrofit,45.71031,-121.5075,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,64.15,23,"Hood River, Hwy 2 WB",I-84 (HWY 002) WB,HOOD RIVER,2.00,1962,368.00,R4,4 Steel Continuous,02 Stringer/Girder
02444,1,Rehab+,45.71035,-121.5075,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,64.15,23,"Hood River, Hwy 2 EB",I-84 (HWY 002) EB,HOOD RIVER,33.21,1953,368.00,R4,4 Steel Continuous,03 Girder-Floorbeam
07392,1,Rehab+,45.68668,-121.40444,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,69.62,09,"Rock Creek, Hwy 2",I-84 (HWY 002),ROCK CREEK,25.00,1953,120.00,R4,2 Concrete Continuous,02 Stringer/Girder
07552A,1,Rehab+,45.67626,-121.27861,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,76.64,09,Hwy 2 over Rowena Conn,I-84 (HWY 002),ROWENA CONN,0.00,1954,90.00,R4,2 Concrete Continuous,01 Slab
08775,1,Retrofit,45.60696,-121.19444,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,84.15,09,Hwy 2 over Hwy 292 at MP 84.15,I-84 (HWY 002),HWY 292 O-XING,0.00,1964,453.99,R4,4 Steel Continuous,02 Stringer/Girder
08603,1,Retrofit,45.60659,-121.19167,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,84.28,09,Hwy 2 EB over UPRR,I-84 (HWY 002) EB,UPRR,1.00,1964,283.00,R4,3 Steel,02 Stringer/Girder
08603W,1,Retrofit,45.60675,-121.19194,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,84.28,09,Hwy 2 WB over UPRR,I-84 (HWY 002) WB,UPRR,1.00,1964,309.00,R4,3 Steel,02 Stringer/Girder
08924,1,Retrofit,45.63291,-121.09917,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,89.89,09,Hwy 2 WB over UPRR (Big Eddy WB),I-84 (HWY 002) WB,UPRR,0.00,1965,374.00,R4,4 Steel Continuous,02 Stringer/Girder
08923,1,Retrofit,45.6448,-120.98556,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,95.76,09,Hwy 2 over UPRR (WB Celilo),I-84 (HWY 002) WB,UPRR,0.00,1965,554.99,R4,4 Steel Continuous,02 Stringer/Girder
08933,1,Rehab+,45.64376,-120.97806,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,96.04,09,Hwy 2 over UPRR (W Celilo Junction),I-84 (HWY 002),BNSF,0.00,1965,398.00,R4,4 Steel Continuous,02 Stringer/Girder
08934,1,Retrofit,45.65038,-120.95722,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,97.14,09,Hwy 2 over Hwy 301,I-84 (HWY 002),OR 206 (HWY 301),0.00,1965,147.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08831,1,Retrofit,45.65282,-120.9525,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,97.45,09,Hwy 2 over UPRR,I-84 (HWY 002),UPRR,8.00,1965,566.99,R4,4 Steel Continuous,02 Stringer/Girder
00332C,1,Retrofit,45.63513,-120.91444,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,99.85,09,"Deschutes River, Hwy 2",I-84 (HWY 002),DESCHUTES RIVER,8.00,1964,579.99,R4,3 Steel,02 Stringer/Girder
01750B,1,Retrofit,45.64718,-120.88194,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,101.68,09,"Fulton Canyon, Hwy 2 EB",I-84 (HWY 002) EB,FULTON CANYON,0.00,1964,114.00,R4,2 Concrete Continuous,01 Slab
W1750B,1,Retrofit,45.64758,-120.88194,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,101.68,09,"Fulton Canyon, Hwy 2 WB",I-84 (HWY 002) WB,FULTON CANYON,0.00,1964,114.00,R4,2 Concrete Continuous,01 Slab
02133A,1,Retrofit,45.67296,-120.83083,DS2,Potentially Seismically Vulnerable,002,Columbia River Hwy,104.76,09,"Spanish Hollow Creek, Hwy 2",I-84 (HWY 002),SPANISH HOLLOW CREEK,0.00,1964,130.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08194,4,Rehab+,45.50157,-122.67306,DS3,Seismically Vulnerable,003,Oswego Hwy,0.09,22,Hwy 3 NB over Hwy 1 & Conns (Hood Ave),HWY 003 NB,"HWY 001, HWY 061 & Conns",0.00,1959,641.99,R1,2 Concrete Continuous,05 Multiple Box Beam
01185A,4,Reconstruct,45.44771,-122.65722,DS2,Potentially Seismically Vulnerable,003,Oswego Hwy,4,22,"Riverside Canyon (Partial Viaduct), Hwy 3",HWY 3,RIVERSIDE CANYON,1.00,1926,655.20,R1,2 Concrete Continuous,02 Stringer/Girder
00409,4,Reconstruct,45.41035,-122.66389,DS2,Potentially Seismically Vulnerable,003,Oswego Hwy,6.76,22,"Oswego Creek, Hwy 3 SB (Sucker Creek)",HWY 3 SB,OSWEGO CREEK,1.00,1930,330.32,R1,1 Concrete,11 Arch-Deck
00409B,4,Retrofit,45.41033,-122.66389,DS2,Potentially Seismically Vulnerable,003,Oswego Hwy,6.82,22,"Oswego Creek, Hwy 3 NB (Sucker Ck) Partial Viaduct",HWY 3 NB,OSWEGO CREEK,0.00,1983,949.58,R1,6 P/S Conc Continuous,02 Stringer/Girder
09403A,4,Retrofit,45.36295,-122.60806,DS2,Potentially Seismically Vulnerable,003,Oswego Hwy,9,22,Hwy 3 NB Conn to Hwy 64 NB,HWY 064 CONN,WEST BRIDGE PARK,0.55,1970,614.99,R1,4 Steel Continuous,02 Stringer/Girder
06635Q,4,Rehab+,45.61047,-121.13944,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,0,09,"Columbia River, Hwy 4 (The Dalles)",US 197 (HWY 004),COLUMBIA RIVER,43.00,1954,3344.96,R4,4 Steel Continuous,10 Truss-Thru
08526,4,Retrofit,45.60281,-121.13833,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,0.64,09,Hwy 4 over Hwy 2,US 197 (HWY 004),HWY 002,0.00,1964,211.00,R4,2 Concrete Continuous,05 Multiple Box Beam
06635,4,Rehab+,45.60115,-121.13889,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,0.76,09,Hwy 4 over UPRR & Frontage Rd,US 197 (HWY 004),UPRR & FRONTAGE RD,4.00,1954,552.99,R4,4 Steel Continuous,03 Girder-Floorbeam
08567,4,Retrofit,45.5295,-121.0925,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,6.9,09,"Eightmile Creek, Hwy 4",US 197 (HWY 004),EIGHTMILE CREEK,9.00,1959,101.00,R4,2 Concrete Continuous,02 Stringer/Girder
09188,4,Retrofit,45.45026,-121.11944,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,13.35,09,"Fifteenmile Creek, Hwy 4",US 197 (HWY 004),FIFTEENMILE CREEK,42.30,1963,248.00,R4,5 Prestressed Concrete,02 Stringer/Girder
01066A,4,Rehab+,45.43924,-121.13194,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,14.46,09,"Pine Creek, Hwy 4 (Pine Hollow Creek, Larch Creek)",US 197 (HWY 004),PINE CREEK,42.30,1963,128.00,R4,2 Concrete Continuous,01 Slab
01001A,4,Rehab+,45.26605,-121.18972,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,32.85,09,"Butler Creek, Hwy 4",US 197 (HWY 004),BUTLER CREEK,42.30,1962,85.00,R4,2 Concrete Continuous,02 Stringer/Girder
08994,4,Retrofit,45.24104,-121.15194,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,35.25,09,"Tygh Creek, Hwy 4",US 197 (HWY 004),TYGH CREEK,28.70,1962,151.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08993,4,Retrofit,45.23876,-121.14722,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,35.52,09,"White River, Hwy 4",US 197 (HWY 004),WHITE RIVER,12.55,1962,217.00,R4,5 Prestressed Concrete,02 Stringer/Girder
00966,4,Reconstruct,45.17244,-121.07667,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,45.84,09,"Deschutes River & BNSF, Hwy 4 (Maupin)",US 197 (HWY 004),BNSF & DESCHUTES R,16.00,1929,825.99,R4,3 Steel,09 Truss-Deck
00815A,1,Rehab+,44.81182,-120.9325,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,75.04,10,"Trout Creek, Hwy 4",US 97 (HWY 004),TROUT CREEK,23.00,1954,188.00,R4,2 Concrete Continuous,02 Stringer/Girder
00971B,1,Rehab+,44.63834,-121.12972,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,92.13,10,"Willow Creek, Hwy 4 SB",US 97 (HWY 004)SB,WILLOW CREEK,0.00,1966,52.00,R4,5 Prestressed Concrete,02 Stringer/Girder
16712,1,Retrofit,43.88969,-121.38111,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,151.3,10,HWY 004 SB OXING Cottonwood Rd Con at MP 151.30,US 97 (HWY 004) SB,COTTONWOOD RD,0.00,1984,49.00,R4,5 Prestressed Concrete,01 Slab
06886,1,Reconstruct,42.59221,-121.87944,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,247.54,11,Hwy 4 over Hwy 422 (Chiloquin),US 97 (HWY 004),HWY 422,4.10,1946,100.00,R4,2 Concrete Continuous,02 Stringer/Girder
02474B,1,Rehab+,42.52042,-121.88389,DS3,Seismically Vulnerable,004,The Dalles-California Hwy,252.52,11,Hwy 4 over UPRR (Lobert),US 97 (HWY 004),UPRR LOBERT,9.00,1989,276.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08352,1,Retrofit,42.24808,-121.79472,DS4,Seismically Vulnerable,004,The Dalles-California Hwy,272.99,11,Hwy 4 over UPRR & Pelican City Rd (Lakefront Blvd),US 97 (HWY 004),UPRR & PELICAN CITY RD,10.15,1959,224.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08344,1,Retrofit,42.23903,-121.79639,DS3,Seismically Vulnerable,004,The Dalles-California Hwy,273.62,11,Hwy 4 over Nevada Ave (Klamath Falls),US 97 (HWY 004),NEVADA AVE,0.00,1959,166.00,R4,5 Prestressed Concrete,02 Stringer/Girder
08345,1,Retrofit,42.23779,-121.79667,DS4,Seismically Vulnerable,004,The Dalles-California Hwy,273.71,11,"USBR Canal, Hwy 4",US 97 (HWY 004),USBR CANAL,10.15,1959,272.00,R4,3 Steel,02 Stringer/Girder
08347,1,Retrofit,42.21994,-121.78972,DS3,Seismically Vulnerable,004,The Dalles-California Hwy,275.03,11,"Link River & Hwy 20, Hwy 4",US 97 (HWY 004),HWY 20 & LINK RIVER,10.15,1963,1006.99,R4,4 Steel Continuous,02 Stringer/Girder
09694,1,Rehab+,42.19211,-121.79889,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,277.13,11,Hwy 4 over Hwy 21,US 97 (HWY 004),OR 66 (HWY 021),6.85,1968,207.00,R4,4 Steel Continuous,02 Stringer/Girder
01895A,1,Retrofit,42.17573,-121.79889,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,278.69,11,"Klamath River & BNSF, Hwy 4",US 97 (HWY 004),KLAMATH R & BNSF,2.50,1995,1216.99,R4,6 P/S Conc Continuous,05 Multiple Box Beam
01794A,1,Retrofit,42.08051,-121.84472,DS2,Potentially Seismically Vulnerable,004,The Dalles-California Hwy,285.85,11,"Klamath Straits, Hwy 4",US 97 (HWY 004),KLAMATH STRAITS,17.00,1981,73.00,R4,5 Prestressed Concrete,01 Slab
08306,4,Rehab+,46.17618,-123.86833,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,4.91,01,"Youngs Bay, Hwy 9 (New Youngs Bay)",US101 (HWY 9),YOUNGS BAY,4.51,1964,4208.28,R2,3 Steel,15 Movable - Lift
08317,4,Retrofit,46.13861,-123.92444,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,8.73,01,"Skipanon River, Hwy 9",US101 (HWY 9),SKIPANON RIVER,8.00,1980,96.00,R2,5 Prestressed Concrete,01 Slab
03079A,4,Retrofit,46.01287,-123.91083,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,19.58,01,"Mill Creek, Hwy 9",US101 (HWY 9),MILL CREEK,4.00,1957,20.00,R2,4 Steel Continuous,19 Culvert
01305,4,Reconstruct,46.01083,-123.91139,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,19.72,01,"Neawanna Creek, Hwy 9",US101 (HWY 9),NEAWANNA CREEK,4.00,1930,210.00,R2,2 Concrete Continuous,02 Stringer/Girder
03080,4,Retrofit,45.9748,-123.92722,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,22.48,01,"Shangri La Creek, Hwy 9 (Dooley)",US101 (HWY 9),SHANGRI LA CREEK,32.60,1960,76.00,R2,1 Concrete,22 Channel Beam
01481,4,Reconstruct,45.95292,-123.92639,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,24.1,01,"Necanicum River, Hwy 9 (Skiberene)",US101 (HWY 9),NECANICUM RIVER ,32.60,1930,172.00,R2,2 Concrete Continuous,02 Stringer/Girder
16673,4,Retrofit,45.93805,-123.92083,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,25.27,01,Hwy 9 over Hwy 47,US101 (HWY 9),SUNSET HWY ,29.90,1987,150.00,R2,5 Prestressed Concrete,05 Multiple Box Beam
06713,3,Rehab+,45.89939,-123.95389,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,28.7,01,"Ecola Creek, Hwy 9",US101 (HWY 9),ECOLA CREEK,6.50,1952,156.00,R2,2 Concrete Continuous,01 Slab
07226,3,Rehab+,45.88766,-123.95806,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,29.53,01,Hwy 9 over Sunset Blvd (Cannon Beach),US101 (HWY 9),SUNSET BLVD,6.50,1952,100.00,R2,2 Concrete Continuous,02 Stringer/Girder
07405,3,Rehab+,45.87224,-123.95806,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,30.62,01,Hwy 9 over Warren St  (Cannon Beach),US101 (HWY 9),WARREN STREET,6.50,1952,100.00,R2,2 Concrete Continuous,02 Stringer/Girder
01878,3,Reconstruct,45.82524,-123.96083,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,34.05,01,"Austins Point Half Viaduct, Hwy 9",US101 (HWY 9),AUSTINS POINT HALF VIADC,6.50,1933,133.00,R2,7 Wood or Timber,02 Stringer/Girder
01797,3,Reconstruct,45.80327,-123.96472,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,35.57,01,"Arch Cape Creek & Webb Ave, Hwy 9",US101 (HWY 9),ARCH CAPE CREEK,27.05,1937,166.00,R2,7 Wood or Timber,02 Stringer/Girder
02312,3,Reconstruct,45.76218,-123.95722,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,39.13,01,"Short Sand Beach Creek, Hwy 9",US101 (HWY 9),SHORT SAND BEACH CREEK,6.50,1937,120.00,R2,2 Concrete Continuous,02 Stringer/Girder
02311,3,Reconstruct,45.75677,-123.95861,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,39.53,01,"Necarney Creek, Hwy 9 (Sam Reed)",US101 (HWY 9),NECARNEY CREEK,6.50,1937,601.99,R2,4 Steel Continuous,02 Stringer/Girder
01955,3,Reconstruct,45.74548,-123.96083,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,40.58,01,"Half Viaduct, Hwy 9 at MP 40.58",US101 (HWY 9),HALF VIADUCT,6.50,1940,120.00,R2,2 Concrete Continuous,02 Stringer/Girder
01954,3,Reconstruct,45.74427,-123.95972,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,40.65,01,"Half Viaduct, Hwy 9 at MP 40.65",US101 (HWY 9),HALF VIADUCT,6.50,1940,75.00,R2,2 Concrete Continuous,02 Stringer/Girder
01954A,3,Reconstruct,45.74427,-123.95972,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,40.66,01,"Half Viaduct, Hwy 9 at MP 40.65",US101 (HWY 9),HALF VIADUCT,28.00,1940,45.00,R2,2 Concrete Continuous,02 Stringer/Girder
02723,3,Reconstruct,45.74332,-123.9575,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,40.71,01,Neahkahnie Mountain (Chasm),US101 (HWY 9),NEAHKAHNIE MT. CHASM,6.50,1937,103.50,R2,2 Concrete Continuous,03 Girder-Floorbeam
01953,3,Reconstruct,45.74292,-123.95667,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,40.75,01,"Half Viaduct, Hwy 9 at MP 40.75",US101 (HWY 9),HALF VIADUCT,6.50,1940,90.00,R2,2 Concrete Continuous,02 Stringer/Girder
01952,3,Reconstruct,45.74264,-123.95611,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,40.78,01,"Half Viaduct, Hwy 9 at MP 40.78",US101 (HWY 9),HALF VIADUCT,6.50,1940,60.00,R2,2 Concrete Continuous,02 Stringer/Girder
01951,3,Reconstruct,45.74187,-123.95444,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,40.86,01,"Half Viaduct, Hwy 9 at MP 40.86",US101 (HWY 9),HALF VIADUCT,6.50,1940,375.00,R2,2 Concrete Continuous,02 Stringer/Girder
00574F,4,Retrofit,45.70917,-123.88944,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,45.68,01,"Nehalem River, Hwy 9",US101 (HWY 9),NEHALEM RIVER,6.50,1984,1061.99,R2,6 P/S Conc Continuous,05 Multiple Box Beam
00714A,4,Retrofit,45.7012,-123.88028,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,46.45,01,"Gallagher Slough, Hwy 9",US101 (HWY 9),GALLAGHER SLOUGH,6.50,1984,37.50,R2,5 Prestressed Concrete,01 Slab
01051A,4,Retrofit,45.70006,-123.87778,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,46.6,01,Hwy 9 over POTB RR (Wheeler),US101 (HWY 9),POTB RR,55.95,1984,321.00,R2,5 Prestressed Concrete,02 Stringer/Girder
02349,4,Reconstruct,45.63546,-123.94056,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,49.23,01,"Lake Lytle Outlet, Hwy 9",US101 (HWY 9),LAKE LYTLE OUTLET,55.95,1938,153.00,R2,7 Wood or Timber,02 Stringer/Girder
01226A,4,Retrofit,45.55996,-123.89222,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,56.99,01,"Miami River, Hwy 9",US101 (HWY 9),MIAMI RIVER,55.95,1991,204.00,R2,5 Prestressed Concrete,02 Stringer/Girder
08828,4,Retrofit,45.53119,-123.89778,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,59.32,01,Hwy 9 over POTB RR at MP 59.32,US101 (HWY 9),POTB  RR,55.95,1962,181.00,R2,2 Concrete Continuous,02 Stringer/Girder
07481,4,Retrofit,45.50405,-123.86389,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,62.07,01,"Tidal Slough (Vaughn Cr) & Ctlps, Hwy9 at MP 62.07",US101 (HWY 9),CATTLEPASS & DRAINAGE,55.95,1952,60.00,R2,2 Concrete Continuous,01 Slab
07480,4,Retrofit,45.50253,-123.86111,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,62.25,01,"Tidal Slough & Cattlepass, Hwy 9 at MP 62.25",US101 (HWY 9),CATTLEPASS & DRAINAGE,55.95,1952,60.00,R2,2 Concrete Continuous,01 Slab
07426,4,Retrofit,45.50122,-123.85861,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,62.4,01,"Hathaway Slough, Hwy 9",US101 (HWY 9),HATHAWAY SLOUGH,75.00,1952,150.00,R2,1 Concrete,02 Stringer/Girder
07425,4,Rehab+,45.4989,-123.85417,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,62.67,01,"Stasek Slough, Hwy 9",US101 (HWY 9),STASEK SLOUGH,75.00,1952,225.00,R2,1 Concrete,02 Stringer/Girder
07456,4,Retrofit,45.49729,-123.85139,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,62.84,01,"Neilson Slough, Hwy 9",US101 (HWY 9),NEILSON SLOUGH,75.00,1952,100.00,R2,1 Concrete,02 Stringer/Girder
07424,4,Rehab+,45.49588,-123.85028,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,62.94,01,"Kilchis River & Possetti Road, Hwy 9",US101 (HWY 9),KILCHIS R. & POSSETTI RD,1.30,1952,276.00,R2,2 Concrete Continuous,02 Stringer/Girder
00505,4,Reconstruct,45.48915,-123.84583,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,63.48,01,Hwy 9 over POTB RR (Juno),US101 (HWY 9),POTB RR (JUNO),55.95,1931,180.00,R2,2 Concrete Continuous,02 Stringer/Girder
01498,4,Reconstruct,45.47955,-123.84444,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,64.14,01,"Wilson River Slough, Hwy 9",US101 (HWY 9),WILSON RIVER SLOUGH,55.95,1931,120.00,R2,2 Concrete Continuous,02 Stringer/Girder
01499,4,Reconstruct,45.47832,-123.84444,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,64.23,01,"Wilson River, Hwy 9",US101 (HWY 9),WILSON RIVER,55.95,1931,199.30,R2,1 Concrete,12 Arch-Thru
17371,4,Retrofit,45.46533,-123.84417,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,65.12,01,"Dougherty Slough, Hwy 9",US101 (HWY 9),DOUGHERTY SLOUGH,55.95,2000,133.00,R2,5 Prestressed Concrete,01 Slab
01500,4,Reconstruct,45.45909,-123.84417,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,65.55,01,"Hoquarten Slough, Hwy 9",US101 (HWY 9),HOQUARTEN SLOUGH,55.95,1931,114.50,R2,2 Concrete Continuous,02 Stringer/Girder
07224,2,Reconstruct,45.4478,-123.8425,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,66.36,01,"Drainage Ditch, Hwy 9 at MP 66.36",US101 (HWY 9),DRAINAGE DITCH,18.00,1950,52.00,R2,2 Concrete Continuous,01 Slab
07147,2,Reconstruct,45.42952,-123.82417,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,67.98,01,"Trask River, Hwy 9",US101 (HWY 9),TRASK RIVER,7.00,1949,336.00,R2,2 Concrete Continuous,02 Stringer/Girder
04642A,2,Reconstruct,45.42258,-123.82417,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,68.45,01,"South Prairie Creek, Hwy 9",US101 (HWY 9),SOUTH PRAIRIE CREEK,4.80,1949,79.00,R2,2 Concrete Continuous,01 Slab
04643A,2,Reconstruct,45.41952,-123.82417,DS4,Seismically Vulnerable,009,Oregon Coast Hwy,68.67,01,"Anderson Creek, Hwy 9",US101 (HWY 9),ANDERSON CREEK,4.80,1949,56.00,R2,2 Concrete Continuous,01 Slab
07181,2,Reconstruct,45.38982,-123.80306,DS5,Seismically Vulnerable,009,Oregon Coast Hwy,71.18,01,"Fawcett Creek, Hwy 9",US101 (HWY 9),FAWCETT CREEK,13.25,1950,100.50,R2,2 Concrete Continuous,01 Slab
00877,2,Retrofit,45.37965,-123.80417,DS2,Potentially Seismically Vulnerable,009,Oregon Coast Hwy,71.85,01,"Simmons Creek, Hwy 9",US101 (HWY 9),SIMMONS CREEK,18.00,1989,20.60,R2,3 Steel,19 Culvert
04654,2,Reconstruct,45.28637,-123.8225,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,79.61,01,"Beaver Creek, Hwy 9 at MP 79.61",US101 (HWY 9),BEAVER CREEK,19.00,1916,107.00,R2,2 Concrete Continuous,02 Stringer/Girder
02762,2,Reconstruct,45.2771,-123.82667,DS3,Seismically Vulnerable,009,Oregon Coast Hwy,80.32,01,"Beaver Creek, Hwy 9 at MP 80.32",US101 (HWY 9),BEAVER CREEK,19.00,1916,117.75,R2,2 Concrete Continuous,02 Stringer/Girder
